"1 _ 1",,,"2 _ 1",,,"3 _ 1",,,"4 _ 1",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"43","3203.4","0.7166667","43","2768.338","0.7167","43","3150.449","0.7165667","43","3455.648","0.7166"
"43.01","3204.342","0.7168334","43.01","2769.317","0.7168667","43.01","3151.375","0.7167333","43.01","3456.633","0.7167667"
"43.02","3205.299","0.717","43.02","2770.281","0.7170333","43.02","3152.249","0.7169","43.02","3457.609","0.7169"
"43.03","3206.277","0.7171667","43.03","2771.239","0.7171667","43.03","3153.069","0.7170666","43.03","3458.567","0.7170666"
"43.04","3207.27","0.7173333","43.04","2772.197","0.7173333","43.04","3153.88","0.7172334","43.04","3459.508","0.7172667"
"43.05","3208.264","0.7174667","43.05","2773.153","0.7175","43.05","3154.735","0.7174","43.05","3460.446","0.7174333"
"43.06","3209.245","0.7176334","43.06","2774.099","0.7176334","43.06","3155.647","0.7176","43.06","3461.39","0.7176"
"43.07","3210.2","0.7178","43.07","2775.025","0.7178333","43.07","3156.6","0.7177667","43.07","3462.342","0.7177667"
"43.08","3211.115","0.718","43.08","2775.934","0.7179667","43.08","3157.568","0.7179334","43.08","3463.301","0.7179334"
"43.09","3212.005","0.7181333","43.09","2776.839","0.7181333","43.09","3158.551","0.7181","43.09","3464.268","0.7181"
"43.1","3212.895","0.7183","43.1","2777.762","0.7183334","43.1","3159.544","0.7182333","43.1","3465.253","0.7182667"
"43.11","3213.813","0.7184667","43.11","2778.707","0.7184667","43.11","3160.533","0.7184333","43.11","3466.248","0.7184333"
"43.12","3214.765","0.7186667","43.12","2779.665","0.7186334","43.12","3161.501","0.7186","43.12","3467.24","0.7186"
"43.13","3215.725","0.7188","43.13","2780.623","0.7188333","43.13","3162.444","0.7187667","43.13","3468.21","0.7187334"
"43.14","3216.676","0.7189667","43.14","2781.587","0.719","43.14","3163.381","0.7189333","43.14","3469.165","0.7189"
"43.15","3217.617","0.7191333","43.15","2782.56","0.7191667","43.15","3164.329","0.7191","43.15","3470.116","0.7190667"
"43.16","3218.561","0.7193","43.16","2783.541","0.7193334","43.16","3165.29","0.7192667","43.16","3471.061","0.7192333"
"43.17","3219.515","0.7194667","43.17","2784.526","0.7195","43.17","3166.254","0.7194334","43.17","3471.987","0.7194"
"43.18","3220.476","0.7196333","43.18","2785.514","0.7196667","43.18","3167.211","0.7196","43.18","3472.902","0.7195667"
"43.19","3221.436","0.7198333","43.19","2786.497","0.7198333","43.19","3168.156","0.7197667","43.19","3473.817","0.7197334"
"43.2","3222.396","0.7199667","43.2","2787.467","0.7199667","43.2","3169.088","0.7199","43.2","3474.737","0.7199"
"43.21","3223.36","0.7201334","43.21","2788.427","0.7201334","43.21","3170.016","0.7201","43.21","3475.663","0.7200667"
"43.22","3224.326","0.7203","43.22","2789.381","0.7203","43.22","3170.947","0.7202333","43.22","3476.6","0.7202333"
"43.23","3225.298","0.7204334","43.23","2790.329","0.7204667","43.23","3171.881","0.7203667","43.23","3477.539","0.7204"
"43.24","3226.271","0.7206","43.24","2791.272","0.7206666","43.24","3172.813","0.7205334","43.24","3478.479","0.7205667"
"43.25","3227.228","0.7207667","43.25","2792.216","0.7208334","43.25","3173.738","0.7207333","43.25","3479.426","0.7207333"
"43.26","3228.155","0.7209333","43.26","2793.165","0.721","43.26","3174.647","0.7209","43.26","3480.397","0.7209"
"43.27","3229.058","0.7211","43.27","2794.134","0.7211334","43.27","3175.542","0.7210333","43.27","3481.384","0.7210667"
"43.28","3229.964","0.7212667","43.28","2795.12","0.7213","43.28","3176.442","0.7212334","43.28","3482.358","0.7212334"
"43.29","3230.894","0.7214667","43.29","2796.11","0.7215","43.29","3177.37","0.7214","43.29","3483.309","0.7214"
"43.3","3231.847","0.7216333","43.3","2797.084","0.7216667","43.3","3178.323","0.7215667","43.3","3484.246","0.7215334"
"43.31","3232.812","0.7218","43.31","2798.045","0.7218333","43.31","3179.286","0.7217333","43.31","3485.18","0.7217333"
"43.32","3233.785","0.7219667","43.32","2799.013","0.722","43.32","3180.248","0.7219","43.32","3486.109","0.7219"
"43.33","3234.768","0.7221333","43.33","2799.997","0.7221667","43.33","3181.217","0.7220667","43.33","3487.029","0.7220667"
"43.34","3235.765","0.7223","43.34","2800.988","0.7223","43.34","3182.193","0.7222334","43.34","3487.945","0.7222334"
"43.35","3236.771","0.7224666","43.35","2801.98","0.7225","43.35","3183.166","0.7224","43.35","3488.871","0.7224333"
"43.36","3237.766","0.7226334","43.36","2802.965","0.7226334","43.36","3184.126","0.7225667","43.36","3489.815","0.7226334"
"43.37","3238.745","0.7228","43.37","2803.93","0.7228","43.37","3185.081","0.7227333","43.37","3490.784","0.7227667"
"43.38","3239.72","0.7229667","43.38","2804.879","0.723","43.38","3186.043","0.7229","43.38","3491.79","0.7229334"
"43.39","3240.696","0.7231333","43.39","2805.816","0.7231667","43.39","3187.01","0.7230667","43.39","3492.83","0.7231"
"43.4","3241.672","0.7233","43.4","2806.762","0.7233","43.4","3187.96","0.7232333","43.4","3493.875","0.7232667"
"43.41","3242.637","0.7234333","43.41","2807.725","0.7235","43.41","3188.899","0.7234","43.41","3494.886","0.7234333"
"43.42","3243.588","0.7236","43.42","2808.712","0.7236667","43.42","3189.844","0.7235667","43.42","3495.846","0.7235667"
"43.43","3244.525","0.7237667","43.43","2809.707","0.7238333","43.43","3190.802","0.7237334","43.43","3496.764","0.7237667"
"43.44","3245.458","0.7239333","43.44","2810.699","0.724","43.44","3191.76","0.7239","43.44","3497.658","0.7239333"
"43.45","3246.396","0.7241333","43.45","2811.685","0.7241667","43.45","3192.706","0.7240667","43.45","3498.545","0.7241"
"43.46","3247.343","0.7243","43.46","2812.679","0.7243333","43.46","3193.642","0.7242333","43.46","3499.438","0.7242666"
"43.47","3248.297","0.7244667","43.47","2813.668","0.7245","43.47","3194.576","0.7243667","43.47","3500.348","0.7244667"
"43.48","3249.266","0.7246333","43.48","2814.639","0.7246667","43.48","3195.511","0.7245667","43.48","3501.285","0.7246333"
"43.49","3250.246","0.7248","43.49","2815.593","0.7248334","43.49","3196.449","0.7247334","43.49","3502.25","0.7248"
"43.5","3251.236","0.7249333","43.5","2816.551","0.725","43.5","3197.396","0.7249","43.5","3503.251","0.7249666"
"43.51","3252.229","0.7251334","43.51","2817.516","0.7251667","43.51","3198.354","0.7251","43.51","3504.276","0.7251334"
"43.52","3253.217","0.7253","43.52","2818.476","0.7253333","43.52","3199.33","0.7252667","43.52","3505.305","0.7252667"
"43.53","3254.184","0.7254667","43.53","2819.438","0.7255","43.53","3200.333","0.7254333","43.53","3506.301","0.7254333"
"43.54","3255.135","0.7256","43.54","2820.415","0.7256667","43.54","3201.35","0.7256","43.54","3507.249","0.7256"
"43.55","3256.091","0.7258","43.55","2821.406","0.7258334","43.55","3202.366","0.7257667","43.55","3508.145","0.7257333"
"43.56","3257.064","0.7259333","43.56","2822.401","0.7259667","43.56","3203.365","0.7259","43.56","3509.007","0.7259"
"43.57","3258.038","0.7261","43.57","2823.374","0.7261333","43.57","3204.348","0.7260666","43.57","3509.867","0.7260666"
"43.58","3258.998","0.7262667","43.58","2824.321","0.7263","43.58","3205.307","0.7262334","43.58","3510.741","0.7262667"
"43.59","3259.951","0.7264333","43.59","2825.255","0.7265","43.59","3206.228","0.7263667","43.59","3511.619","0.7264"
"43.6","3260.913","0.7266","43.6","2826.187","0.7266667","43.6","3207.115","0.7265334","43.6","3512.504","0.7265667"
"43.61","3261.875","0.7267666","43.61","2827.121","0.7268333","43.61","3207.987","0.7267","43.61","3513.429","0.7267333"
"43.62","3262.829","0.7269667","43.62","2828.061","0.727","43.62","3208.861","0.7268667","43.62","3514.395","0.7269"
"43.63","3263.775","0.7271","43.63","2829.021","0.7271667","43.63","3209.733","0.7270333","43.63","3515.359","0.7270667"
"43.64","3264.725","0.7272667","43.64","2830.003","0.7273334","43.64","3210.602","0.7272","43.64","3516.291","0.7272334"
"43.65","3265.691","0.7274333","43.65","2830.999","0.7275","43.65","3211.474","0.7274","43.65","3517.219","0.7274"
"43.66","3266.671","0.7276","43.66","2831.996","0.7276667","43.66","3212.361","0.7275667","43.66","3518.17","0.7275667"
"43.67","3267.645","0.7277667","43.67","2832.989","0.7278","43.67","3213.276","0.7277333","43.67","3519.128","0.7277333"
"43.68","3268.598","0.7279333","43.68","2833.977","0.728","43.68","3214.233","0.7279333","43.68","3520.071","0.7279"
"43.69","3269.538","0.7281","43.69","2834.946","0.7281667","43.69","3215.235","0.7281","43.69","3521.005","0.7281"
"43.7","3270.486","0.7283","43.7","2835.879","0.7283334","43.7","3216.265","0.7282667","43.7","3521.952","0.7282667"
"43.71","3271.446","0.7284667","43.71","2836.796","0.7285","43.71","3217.29","0.7284667","43.71","3522.928","0.7284334"
"43.72","3272.412","0.7286333","43.72","2837.728","0.7286333","43.72","3218.287","0.7286","43.72","3523.936","0.7286"
"43.73","3273.381","0.7288","43.73","2838.682","0.7288333","43.73","3219.269","0.7288","43.73","3524.958","0.7287667"
"43.74","3274.357","0.7289667","43.74","2839.641","0.729","43.74","3220.25","0.7289667","43.74","3525.973","0.7289"
"43.75","3275.34","0.7291334","43.75","2840.592","0.7291667","43.75","3221.233","0.7291334","43.75","3526.972","0.7290667"
"43.76","3276.316","0.7293","43.76","2841.545","0.7293333","43.76","3222.209","0.7293","43.76","3527.955","0.7292333"
"43.77","3277.281","0.7294334","43.77","2842.51","0.7295","43.77","3223.174","0.7294334","43.77","3528.922","0.7294"
"43.78","3278.234","0.7296","43.78","2843.489","0.7296667","43.78","3224.123","0.7296","43.78","3529.873","0.7295667"
"43.79","3279.171","0.7298","43.79","2844.474","0.7298334","43.79","3225.051","0.7298","43.79","3530.812","0.7297333"
"43.8","3280.087","0.7299667","43.8","2845.452","0.73","43.8","3225.958","0.7299667","43.8","3531.747","0.7299"
"43.81","3280.995","0.7301334","43.81","2846.417","0.7301667","43.81","3226.854","0.7301334","43.81","3532.677","0.7300667"
"43.82","3281.922","0.7303333","43.82","2847.38","0.7303333","43.82","3227.763","0.7303","43.82","3533.606","0.7302667"
"43.83","3282.885","0.7305","43.83","2848.342","0.7305","43.83","3228.701","0.7304667","43.83","3534.542","0.7304"
"43.84","3283.876","0.7306667","43.84","2849.299","0.7306667","43.84","3229.659","0.7306","43.84","3535.508","0.7306"
"43.85","3284.879","0.7308334","43.85","2850.249","0.7308334","43.85","3230.607","0.7307667","43.85","3536.511","0.7307667"
"43.86","3285.882","0.731","43.86","2851.191","0.731","43.86","3231.533","0.7309334","43.86","3537.536","0.7309334"
"43.87","3286.885","0.7312","43.87","2852.118","0.7311667","43.87","3232.441","0.7311","43.87","3538.562","0.7311"
"43.88","3287.898","0.7313667","43.88","2853.039","0.7313","43.88","3233.341","0.7312667","43.88","3539.576","0.7312667"
"43.89","3288.911","0.7315667","43.89","2853.962","0.7315","43.89","3234.228","0.7314","43.89","3540.577","0.7314"
"43.9","3289.91","0.7317","43.9","2854.891","0.7316667","43.9","3235.112","0.7315667","43.9","3541.566","0.7315667"
"43.91","3290.902","0.7318667","43.91","2855.832","0.7318333","43.91","3235.995","0.7317667","43.91","3542.541","0.7317333"
"43.92","3291.91","0.7320333","43.92","2856.787","0.732","43.92","3236.884","0.7319334","43.92","3543.501","0.7319334"
"43.93","3292.93","0.7322","43.93","2857.755","0.7321666","43.93","3237.784","0.7321","43.93","3544.443","0.7321"
"43.94","3293.925","0.7323334","43.94","2858.722","0.7323334","43.94","3238.709","0.7322667","43.94","3545.376","0.7322667"
"43.95","3294.879","0.7325","43.95","2859.681","0.7324667","43.95","3239.659","0.7324333","43.95","3546.336","0.7324333"
"43.96","3295.81","0.7326667","43.96","2860.634","0.7326334","43.96","3240.631","0.7326","43.96","3547.347","0.7326"
"43.97","3296.734","0.7328","43.97","2861.577","0.7328333","43.97","3241.611","0.7327667","43.97","3548.394","0.7327667"
"43.98","3297.657","0.7329667","43.98","2862.492","0.7329667","43.98","3242.584","0.7329333","43.98","3549.437","0.7329667"
"43.99","3298.571","0.7331333","43.99","2863.389","0.7331333","43.99","3243.544","0.7331","43.99","3550.456","0.7331333"
"44","3299.477","0.7333","44","2864.301","0.7333","44","3244.491","0.7332667","44","3551.455","0.7333"
"44.01","3300.377","0.7334667","44.01","2865.254","0.7334667","44.01","3245.425","0.7334","44.01","3552.452","0.7334667"
"44.02","3301.271","0.7336333","44.02","2866.229","0.7336333","44.02","3246.346","0.7335667","44.02","3553.445","0.7336333"
"44.03","3302.174","0.7338","44.03","2867.195","0.7337667","44.03","3247.26","0.7337334","44.03","3554.438","0.7338"
"44.04","3303.093","0.734","44.04","2868.144","0.7339666","44.04","3248.171","0.7339","44.04","3555.435","0.7339333"
"44.05","3304.04","0.7341667","44.05","2869.079","0.7341334","44.05","3249.078","0.7340667","44.05","3556.443","0.7341"
"44.06","3305.012","0.7343333","44.06","2870.003","0.7343","44.06","3249.977","0.7342333","44.06","3557.443","0.7342667"
"44.07","3306.009","0.7345","44.07","2870.917","0.7344667","44.07","3250.879","0.7344","44.07","3558.405","0.7344334"
"44.08","3307.025","0.7346666","44.08","2871.849","0.7346333","44.08","3251.791","0.7345667","44.08","3559.325","0.7346333"
"44.09","3308.043","0.7348334","44.09","2872.823","0.7348","44.09","3252.713","0.7347333","44.09","3560.231","0.7347667"
"44.1","3309.044","0.735","44.1","2873.831","0.7349667","44.1","3253.634","0.7349","44.1","3561.168","0.7349333"
"44.11","3310.031","0.7351667","44.11","2874.831","0.7351333","44.11","3254.547","0.7350667","44.11","3562.148","0.7351"
"44.12","3311.021","0.7353333","44.12","2875.806","0.7353","44.12","3255.453","0.7352334","44.12","3563.166","0.7352667"
"44.13","3312.022","0.7355","44.13","2876.764","0.7354667","44.13","3256.369","0.7354","44.13","3564.188","0.7354333"
"44.14","3313.019","0.7356333","44.14","2877.723","0.7356333","44.14","3257.313","0.7355667","44.14","3565.185","0.7356"
"44.15","3313.999","0.7358","44.15","2878.679","0.7358","44.15","3258.282","0.7357333","44.15","3566.152","0.7357666"
"44.16","3314.949","0.7359667","44.16","2879.623","0.7359667","44.16","3259.263","0.7359","44.16","3567.1","0.7359667"
"44.17","3315.872","0.7361333","44.17","2880.557","0.7361333","44.17","3260.24","0.7360667","44.17","3568.049","0.7361333"
"44.18","3316.781","0.7363","44.18","2881.496","0.7363","44.18","3261.197","0.7362334","44.18","3569.011","0.7363"
"44.19","3317.698","0.7364666","44.19","2882.445","0.7364666","44.19","3262.13","0.7364","44.19","3569.996","0.7364333"
"44.2","3318.64","0.7366667","44.2","2883.397","0.7366334","44.2","3263.055","0.7365667","44.2","3571.002","0.7366"
"44.21","3319.603","0.7368","44.21","2884.353","0.7368","44.21","3263.985","0.7367333","44.21","3572.015","0.7367667"
"44.22","3320.573","0.737","44.22","2885.329","0.7369667","44.22","3264.926","0.7369","44.22","3573.011","0.7369667"
"44.23","3321.545","0.7371667","44.23","2886.323","0.7371333","44.23","3265.874","0.7371","44.23","3573.977","0.7371"
"44.24","3322.521","0.7373334","44.24","2887.321","0.7373","44.24","3266.829","0.7372667","44.24","3574.923","0.7373"
"44.25","3323.507","0.7374667","44.25","2888.303","0.7374667","44.25","3267.792","0.7374333","44.25","3575.872","0.7374667"
"44.26","3324.499","0.7376333","44.26","2889.263","0.7376333","44.26","3268.767","0.7376","44.26","3576.838","0.7376333"
"44.27","3325.486","0.7378","44.27","2890.208","0.7378333","44.27","3269.753","0.7377667","44.27","3577.826","0.7378"
"44.28","3326.456","0.7379667","44.28","2891.156","0.7379667","44.28","3270.744","0.7379333","44.28","3578.833","0.7379667"
"44.29","3327.406","0.7381334","44.29","2892.119","0.7381","44.29","3271.724","0.7381","44.29","3579.848","0.7381334"
"44.3","3328.341","0.7383","44.3","2893.101","0.7382666","44.3","3272.686","0.7382666","44.3","3580.849","0.7383"
"44.31","3329.272","0.7384667","44.31","2894.092","0.7384667","44.31","3273.634","0.7384334","44.31","3581.825","0.7384667"
"44.32","3330.22","0.7386333","44.32","2895.059","0.7386","44.32","3274.573","0.7386","44.32","3582.776","0.7386333"
"44.33","3331.192","0.7388","44.33","2895.981","0.7387667","44.33","3275.512","0.7387334","44.33","3583.715","0.7388"
"44.34","3332.178","0.739","44.34","2896.875","0.7389333","44.34","3276.458","0.7389","44.34","3584.652","0.7389667"
"44.35","3333.158","0.7392","44.35","2897.77","0.7391","44.35","3277.404","0.7390667","44.35","3585.589","0.7391334"
"44.36","3334.136","0.7393667","44.36","2898.683","0.7392667","44.36","3278.333","0.7392333","44.36","3586.533","0.7393"
"44.37","3335.131","0.7395334","44.37","2899.604","0.7394667","44.37","3279.232","0.7394","44.37","3587.496","0.7394667"
"44.38","3336.169","0.7397","44.38","2900.532","0.7396333","44.38","3280.115","0.7395667","44.38","3588.477","0.7396333"
"44.39","3337.245","0.7398334","44.39","2901.485","0.7398","44.39","3281.004","0.7397333","44.39","3589.467","0.7397667"
"44.4","3338.321","0.74","44.4","2902.478","0.7399333","44.4","3281.917","0.7399","44.4","3590.448","0.7399333"
"44.41","3339.356","0.7401667","44.41","2903.498","0.7401","44.41","3282.858","0.7400666","44.41","3591.405","0.7401"
"44.42","3340.321","0.7403333","44.42","2904.51","0.7402667","44.42","3283.822","0.7402334","44.42","3592.342","0.7403"
"44.43","3341.228","0.7404667","44.43","2905.48","0.7404667","44.43","3284.787","0.7404","44.43","3593.281","0.7404667"
"44.44","3342.113","0.7406334","44.44","2906.412","0.7406334","44.44","3285.734","0.7405667","44.44","3594.236","0.7406"
"44.45","3343.007","0.7408","44.45","2907.338","0.7407667","44.45","3286.663","0.7407333","44.45","3595.208","0.7407667"
"44.46","3343.92","0.7409667","44.46","2908.284","0.7409334","44.46","3287.584","0.7409","44.46","3596.181","0.7409334"
"44.47","3344.839","0.7411667","44.47","2909.244","0.7411","44.47","3288.506","0.7410333","44.47","3597.151","0.7411"
"44.48","3345.763","0.7413334","44.48","2910.2","0.7412667","44.48","3289.429","0.7412333","44.48","3598.112","0.7412333"
"44.49","3346.702","0.7414667","44.49","2911.133","0.7414667","44.49","3290.35","0.7414","44.49","3599.063","0.7414333"
"44.5","3347.661","0.7416","44.5","2912.049","0.7416334","44.5","3291.264","0.7415667","44.5","3600","0.7415667"
"44.51","3348.629","0.7417667","44.51","2912.97","0.7418","44.51","3292.17","0.7417333","44.51","3600.928","0.7417333"
"44.52","3349.578","0.7419333","44.52","2913.922","0.7419667","44.52","3293.08","0.7419333","44.52","3601.856","0.7419"
"44.53","3350.49","0.7421333","44.53","2914.911","0.7421333","44.53","3294.012","0.7421","44.53","3602.804","0.7421"
"44.54","3351.368","0.7423","44.54","2915.92","0.7423334","44.54","3294.977","0.7422333","44.54","3603.774","0.7422667"
"44.55","3352.25","0.7424667","44.55","2916.919","0.7424667","44.55","3295.957","0.7424334","44.55","3604.757","0.7424334"
"44.56","3353.171","0.7426667","44.56","2917.892","0.7426333","44.56","3296.936","0.7426","44.56","3605.745","0.7426"
"44.57","3354.144","0.7428333","44.57","2918.854","0.7428","44.57","3297.905","0.7427667","44.57","3606.737","0.7427667"
"44.58","3355.15","0.743","44.58","2919.827","0.743","44.58","3298.858","0.7429333","44.58","3607.738","0.7429333"
"44.59","3356.171","0.7431334","44.59","2920.805","0.7431667","44.59","3299.8","0.7431","44.59","3608.753","0.7431"
"44.6","3357.188","0.7433333","44.6","2921.775","0.7433333","44.6","3300.738","0.7432667","44.6","3609.77","0.7432667"
"44.61","3358.184","0.7435","44.61","2922.743","0.7435","44.61","3301.665","0.7434334","44.61","3610.777","0.7434334"
"44.62","3359.147","0.7436666","44.62","2923.719","0.7436666","44.62","3302.57","0.7436","44.62","3611.767","0.7436"
"44.63","3360.091","0.7438667","44.63","2924.688","0.7438334","44.63","3303.452","0.7437667","44.63","3612.746","0.7437333"
"44.64","3361.04","0.7440333","44.64","2925.638","0.744","44.64","3304.338","0.7439333","44.64","3613.721","0.7439"
"44.65","3362.015","0.7442","44.65","2926.583","0.7441667","44.65","3305.251","0.7441","44.65","3614.695","0.7440667"
"44.66","3363.015","0.7443666","44.66","2927.539","0.7443666","44.66","3306.19","0.7442667","44.66","3615.664","0.7442334"
"44.67","3364.032","0.7445","44.67","2928.505","0.7445","44.67","3307.137","0.7444333","44.67","3616.625","0.7444"
"44.68","3365.045","0.7446667","44.68","2929.47","0.7447","44.68","3308.081","0.7446","44.68","3617.587","0.7445667"
"44.69","3366.03","0.7448334","44.69","2930.438","0.7448334","44.69","3309.013","0.7447667","44.69","3618.557","0.7447333"
"44.7","3366.967","0.7450333","44.7","2931.415","0.745","44.7","3309.939","0.7449667","44.7","3619.533","0.7449"
"44.71","3367.865","0.7451667","44.71","2932.394","0.7451333","44.71","3310.858","0.7451","44.71","3620.509","0.7450667"
"44.72","3368.75","0.7453333","44.72","2933.354","0.7453","44.72","3311.777","0.7452667","44.72","3621.484","0.7452334"
"44.73","3369.653","0.7454666","44.73","2934.275","0.7454666","44.73","3312.708","0.7454333","44.73","3622.457","0.7454"
"44.74","3370.573","0.7456334","44.74","2935.155","0.7456334","44.74","3313.647","0.7456","44.74","3623.434","0.7455667"
"44.75","3371.493","0.7458","44.75","2936.016","0.7458","44.75","3314.578","0.7457667","44.75","3624.411","0.7457333"
"44.76","3372.389","0.7459667","44.76","2936.885","0.7459667","44.76","3315.498","0.7459334","44.76","3625.388","0.7459"
"44.77","3373.257","0.7461333","44.77","2937.783","0.7461333","44.77","3316.414","0.7461","44.77","3626.374","0.7461"
"44.78","3374.114","0.7463334","44.78","2938.704","0.7463334","44.78","3317.338","0.7462667","44.78","3627.377","0.7462667"
"44.79","3375.005","0.7465","44.79","2939.64","0.7465","44.79","3318.269","0.7464333","44.79","3628.395","0.7464333"
"44.8","3375.949","0.7466334","44.8","2940.599","0.7466667","44.8","3319.198","0.7465667","44.8","3629.409","0.7465667"
"44.81","3376.925","0.7468333","44.81","2941.596","0.7468333","44.81","3320.109","0.7467334","44.81","3630.413","0.7467667"
"44.82","3377.902","0.747","44.82","2942.626","0.7469667","44.82","3321.011","0.7469","44.82","3631.412","0.7469333"
"44.83","3378.869","0.7471667","44.83","2943.664","0.7471333","44.83","3321.915","0.7470667","44.83","3632.407","0.7471"
"44.84","3379.831","0.7473333","44.84","2944.674","0.7472667","44.84","3322.817","0.7472333","44.84","3633.402","0.7472667"
"44.85","3380.794","0.7475","44.85","2945.622","0.7474667","44.85","3323.708","0.7474","44.85","3634.399","0.7474334"
"44.86","3381.754","0.7476667","44.86","2946.516","0.7476","44.86","3324.6","0.7475667","44.86","3635.395","0.7476"
"44.87","3382.711","0.7478334","44.87","2947.387","0.7477667","44.87","3325.512","0.7477334","44.87","3636.39","0.7477667"
"44.88","3383.671","0.748","44.88","2948.268","0.7479666","44.88","3326.442","0.7479","44.88","3637.382","0.7479333"
"44.89","3384.639","0.7481334","44.89","2949.173","0.7481334","44.89","3327.381","0.7480667","44.89","3638.383","0.7481"
"44.9","3385.606","0.7483333","44.9","2950.104","0.7483333","44.9","3328.312","0.7482333","44.9","3639.394","0.7482667"
"44.91","3386.567","0.7485","44.91","2951.055","0.7485","44.91","3329.233","0.7484","44.91","3640.41","0.7484334"
"44.92","3387.516","0.7486333","44.92","2952.028","0.7486333","44.92","3330.146","0.7485667","44.92","3641.43","0.7485667"
"44.93","3388.449","0.7488","44.93","2953.035","0.7488","44.93","3331.063","0.7487667","44.93","3642.446","0.7487333"
"44.94","3389.382","0.7489667","44.94","2954.061","0.7489667","44.94","3331.996","0.7489333","44.94","3643.433","0.7489"
"44.95","3390.325","0.7491","44.95","2955.07","0.7491333","44.95","3332.947","0.7491","44.95","3644.371","0.7490667"
"44.96","3391.267","0.7493","44.96","2956.034","0.7493","44.96","3333.926","0.7492667","44.96","3645.278","0.7492334"
"44.97","3392.186","0.7494333","44.97","2956.959","0.7494667","44.97","3334.932","0.7494","44.97","3646.187","0.7494333"
"44.98","3393.094","0.7496","44.98","2957.876","0.7496667","44.98","3335.942","0.7495667","44.98","3647.119","0.7496"
"44.99","3394.01","0.7498","44.99","2958.82","0.7498333","44.99","3336.931","0.7497333","44.99","3648.073","0.7497666"
"45","3394.935","0.7499667","45","2959.793","0.75","45","3337.887","0.7499","45","3649.047","0.7499334"
"45.01","3395.864","0.7501333","45.01","2960.789","0.7501333","45.01","3338.807","0.7500667","45.01","3650.051","0.7500667"
"45.02","3396.808","0.7503","45.02","2961.799","0.7503","45.02","3339.704","0.7502334","45.02","3651.077","0.7502334"
"45.03","3397.777","0.7504667","45.03","2962.805","0.7504667","45.03","3340.607","0.7504","45.03","3652.101","0.7504333"
"45.04","3398.767","0.7506334","45.04","2963.778","0.7506334","45.04","3341.541","0.7505667","45.04","3653.1","0.7506"
"45.05","3399.761","0.7508","45.05","2964.71","0.7508","45.05","3342.489","0.7507333","45.05","3654.067","0.7507667"
"45.06","3400.749","0.7509333","45.06","2965.627","0.7509667","45.06","3343.439","0.7509","45.06","3655.014","0.7509333"
"45.07","3401.727","0.7511333","45.07","2966.572","0.7511333","45.07","3344.394","0.7510667","45.07","3655.973","0.7511"
"45.08","3402.685","0.7513","45.08","2967.548","0.7513","45.08","3345.354","0.7512333","45.08","3656.952","0.7512667"
"45.09","3403.626","0.7514667","45.09","2968.529","0.7514333","45.09","3346.308","0.7514","45.09","3657.943","0.7514333"
"45.1","3404.566","0.7516","45.1","2969.483","0.7516","45.1","3347.252","0.7515666","45.1","3658.937","0.7516333"
"45.11","3405.519","0.7518","45.11","2970.414","0.7518","45.11","3348.203","0.7517334","45.11","3659.938","0.7518"
"45.12","3406.477","0.7519667","45.12","2971.335","0.7519667","45.12","3349.164","0.7519","45.12","3660.946","0.7519667"
"45.13","3407.424","0.7521334","45.13","2972.252","0.7521","45.13","3350.119","0.7520667","45.13","3661.966","0.7521334"
"45.14","3408.368","0.7522666","45.14","2973.178","0.7523","45.14","3351.051","0.7522333","45.14","3662.985","0.7523"
"45.15","3409.324","0.7524667","45.15","2974.124","0.7524667","45.15","3351.97","0.7524","45.15","3663.995","0.7524667"
"45.16","3410.291","0.7526333","45.16","2975.089","0.7526333","45.16","3352.892","0.7525667","45.16","3664.993","0.7526333"
"45.17","3411.262","0.7528334","45.17","2976.062","0.7528","45.17","3353.829","0.7527333","45.17","3665.996","0.7528"
"45.18","3412.229","0.753","45.18","2977.043","0.7529667","45.18","3354.779","0.7528667","45.18","3667.011","0.7529667"
"45.19","3413.2","0.7532","45.19","2978.033","0.7531334","45.19","3355.742","0.7530333","45.19","3668.02","0.7531334"
"45.2","3414.193","0.7533666","45.2","2979.015","0.7532667","45.2","3356.706","0.7532333","45.2","3669.005","0.7533"
"45.21","3415.23","0.7535","45.21","2979.976","0.7534333","45.21","3357.646","0.7534","45.21","3669.979","0.7534667"
"45.22","3416.298","0.7536667","45.22","2980.918","0.7536333","45.22","3358.556","0.7535334","45.22","3670.948","0.7536333"
"45.23","3417.361","0.7538334","45.23","2981.838","0.7538","45.23","3359.451","0.7537","45.23","3671.907","0.7538"
"45.24","3418.374","0.7539667","45.24","2982.74","0.7539667","45.24","3360.363","0.7538667","45.24","3672.849","0.7539667"
"45.25","3419.322","0.7541333","45.25","2983.647","0.7541","45.25","3361.285","0.7540333","45.25","3673.793","0.7541333"
"45.26","3420.223","0.7543333","45.26","2984.58","0.7543","45.26","3362.203","0.7541667","45.26","3674.761","0.7543"
"45.27","3421.11","0.7544667","45.27","2985.537","0.7544667","45.27","3363.118","0.7543667","45.27","3675.742","0.7544667"
"45.28","3422.004","0.7546334","45.28","2986.488","0.7546","45.28","3364.036","0.7545334","45.28","3676.718","0.7546334"
